,text,likes,retweets,city,sentiment_analysis,url
434,"Some images of my concert this June 18 in N'Djamena, precisely at ACAMOD!

It was amazing 🔥🔥🔥

Watch the recap video. this Thursday on my Youtube channel: https://t.co/jcAlqbSHwe

#Chad #Adjib #Music #FetedelaMusique #Photography https://t.co/CL4W2E5t3B",6,2,Chad,0.6239,https://t.co/jcAlqbSHwe
435,Never change to complain to someone we are as we are Learn where to leave!!,0,0,Total Koufra,0.3599,
436,"🇹🇩 Chad

Capital: N'Djamena

Region: Sub-Saharan Africa

Credit:
https://t.co/KuUX0UrzRK
https://t.co/iLhg0YaDF4
https://t.co/4ckT9baATm https://t.co/IKTwxBHs3z",0,0,Chad,0.3818,https://t.co/KuUX0UrzRK
437,Kadmol 🇷🇴💛 https://t.co/0Oa6a2ssyu,1,0,Chad,0.0,https://t.co/0Oa6a2ssyu
438,The engineer's story. https://t.co/RJrguAkAwv,6,1,Chad,0.0,https://t.co/RJrguAkAwv
439,https://t.co/19orfXlV0V,1,0,Chad,0.0,https://t.co/19orfXlV0V
440,@SalehDjerni 🤣🤣🤣,1,0,Chad,0.0,
441,@GmahamatIdi I finished school years ago and couldn't find a job. I ask you this simple request. Peace be upon you and God's mercy. Thank you very much TAHIR MAHAMAT ACHARIF 66315340,0,0,Chad,0.8176,
442,"@GmahamatIdi Good evening, Mr. President, Supreme Commander of the Army, Head of State. I want to write this small request to you, looking for a job to earn a living and help my family to live a decent life. I am a young man, my name is Tahir Mht Acharif.",0,0,Chad,0.8591,
443,"Mz_Slam the tiny grass,
Babe🎶

He's good the guy 😥❤.",0,0,Chad,0.4404,
444,"@sm_sylviemady Hahaha! Don't put your heart into it eh, it can disturb you 😂😂",0,0,Chad,0.2942,
445,"🇹🇩 Chad

Capital: N'Djamena

Region: Sub-Saharan Africa

Credit:
https://t.co/QMapfrZq8g
https://t.co/9KYvWhF5ud
https://t.co/IuLC6HYELW https://t.co/EXQbtImumS",0,0,Chad,0.3818,https://t.co/QMapfrZq8g
446,I confirm https://t.co/Esea2s6YjX,1,0,Chad,0.0,https://t.co/Esea2s6YjX
447,@ronely_fraise It depends on him so the 2,0,0,Chad,0.0,
448,"@wzjdjdj But wait, Hadjé spun she's already in the left 🫁 lung so the heart 💓 remains yours alone 😭 now 🥺💔. 😂😂",1,0,Chad,-0.25,
449,"Who's next after the treasurer?
#SuccesMasra I wouldn't say impossible.
#Chad",0,0,Chad,0.128,
450,I love you @wzjdjdj 🤌🏽🌹. 🥺😈😘,3,1,Chad,0.6369,
451,A courtesy visit by the Sultan of Binder to the Palace of His Majesty Sultan of N'djamena. https://t.co/70nD7QJkNn,49,2,Chad,0.3612,https://t.co/70nD7QJkNn
452,@Rothensenflamme Yeah he totally right,0,0,Chad,0.296,
453,"Come on, let's see how much you love your mothers",0,0,Chad,0.6369,
454,https://t.co/7Kap5AqpNE,0,0,Chad,0.0,https://t.co/7Kap5AqpNE
455,@NeappyC https://t.co/pSr3T19frt,2,0,Chad,0.0,https://t.co/pSr3T19frt
456,"Let Go🎶...

#Locko❤.",1,0,Chad,0.0,
457,"https://t.co/dN9iBPLYTI
Rest in peace 😭💔 https://t.co/zzfCTc43Ei",9,3,Chad,0.5423,https://t.co/dN9iBPLYTI
458,Everyone can be important because everyone can be useful for something. -Martin Luther King,0,0,Chad,0.5719,
459,With time everything is revealed.,0,0,Chad,0.0,
460,@FatimeIssakhaA2 😅🤣,0,0,Chad,0.0,
461,"🌎    (15.909296, 22.26463)

https://t.co/L9yZqmCUNj https://t.co/K4FrGOlLnG",3,0,Chad,0.0,https://t.co/L9yZqmCUNj
462,God is love❤.,1,0,Chad,0.2732,
463,@AbakarDoud The future is between his Bac 😭,1,0,Chad,0.0,
464,"There's a guy from our neighbor who made up the BAC until then when his parents thought he was going to support his license this year.
                                       😂😂😂",5,0,Chad,0.4019,
465,@McandyFreddy @yacoub_td I share that view.,0,0,Chad,0.296,
466,@Kadi__lova Good luck to you too for your baccalaureate,2,0,Chad,0.7096,
467,@CarineLouis3 It's almost the same with us too. It's sad reality.,0,0,Chad,-0.4767,
468,"#worldrefugeeday
Solidarity with Refugees! They did not decide to be Refugees, they were forced... so propose and implement #durablesolutions taking into account the aspirations of host communities in the context of #climatechanges",0,0,Chad,0.3595,
469,"#baccalaureate
#Chad
Good luck to all candidates, June 2022 session.",0,0,Chad,0.7096,
470,"You are unparalleled, you understand me better than those around me, for you, Lord, are within me.
When the man who cannot see the heart condemns, you who live in my heart you sympathize. Only you can uplift those who are weak with love and gentleness.",1,0,Chad,0.2263,
471,"Hello Twitter!

Pleasant week 😘.",2,0,Chad,0.5562,
472,"[World Refugee Day]
In December 2021, several thousand Cameroonians found refuge in Chad 🇹🇩 due to a conflict between breeders and fishermen. Find out in this post how they live in the camps. 👇 📸: @yacoub_td

https://t.co/zr9a7kNuG8 https://t.co/VeLG9YC7wq",36,10,Chad,-0.3182,https://t.co/zr9a7kNuG8
473,"Education: 97,915 candidates for the Chadian baccalaureate, good luck to all.
#Bac2022 #Chad",0,0,Chad,0.7096,
474,"What barbarism?
Rest in peace #Falmata.
#Chad #Adjib",0,0,Chad,0.5423,
475,@Tagabo_officiel I'm sorry 🏃🏾🏃🏾😂,0,0,Chad,-0.0772,
476,@Tagabo_officiel I'm not sure what to do with you 😂😂 ?,0,0,Chad,-0.2411,
477,Tell me if you really have the beauty show it to everyone #Chad https://t.co/AKt5GSKkLt,1,1,Chad,0.6204,https://t.co/AKt5GSKkLt
478,"@cousin_national @Tagabo_officiel No, you should have given me time so that I could also try my luck, but you ruined everything😂😂😂🤣",0,0,Chad,-0.5789,
479,https://t.co/jYyEv71e1c,1,0,UNHCR Guereda,0.0,https://t.co/jYyEv71e1c
480,"@AzouraDiaz @ronely_fraise When you are asked to tweek, you cringe! 😂😂😂😂😂! Better guys twerk with each other 😂😂😂😂😂",0,0,Chad,0.5399,
481,@Gnoroty_07 Exactly 🤝,0,0,Chad,0.0,
482,@Malika_Tchad Who told you that you are fine,0,0,Chad,0.2023,
483,@Malika_Tchad You're not a husband,0,0,Chad,0.0,
484,@Mahamatabakar62 Sorry wlly before india but still my inda tra,1,0,Chad,-0.0387,
485,@Malika_Tchad Knowledge of the world...😑,0,0,Chad,0.0,
486,"@IdHakima Really, it looks like an oblivion kla ma aman tra 😂😂",1,0,Chad,0.4144,
487,"Good evening everyone, @AfrotroniX001's concert on the stage of IFT with love ❤️🍀🥰😭😮 💨🥺
Chad🇹🇩
#chad #adjib https://t.co/XiVHrw7IaM",42,5,Chad,0.7964,https://t.co/XiVHrw7IaM
488,It's the little touches that make the most beautiful relationships 😊.,3,0,Chad,0.6361,
489,@wzjdjdj 🥰😍,1,0,Chad,0.0,
490,"#NouvellePhotoDeProfil

#Med_student 👨‍⚕️ https://t.co/3zsNn25GVw",3,0,Chad,0.0,https://t.co/3zsNn25GVw
491,@Tagabo_officiel 😂😂 I'm not sure what the script is 🤣🤣,1,0,Chad,-0.2411,
492,"Let Peace Win: Kenya, UNDP launch peace campaign ahead of general elections https://t.co/MJ8SzjvoKn via @Newz Post",6,1,Chad,0.8957,https://t.co/MJ8SzjvoKn
493,@azama121 good evening,1,0,Chad,0.4404,
494,"13°52'41.3""N 22°4'59.7""E https://t.co/rfyXnH4rzk",0,0,Chad,0.0,https://t.co/rfyXnH4rzk
495,@Tagabo_official @criminel235 I'm not sure what to do,1,0,Chad,-0.2411,
496,"Good luck to all those who pass the 𝗕𝗮𝗰.
May 𝗔𝗹𝗹𝗮𝗵 𝗮𝘇𝗮𝘄𝗮𝗱𝗷𝗮𝗹 help you, facilitate you and grant you brilliant success.
Here is an invocation to recite before the exam to help you succeed and do not hesitate to repeat 👇👇👇👇. https://t.co/SvdLzkgWss",17,3,Chad,0.9759,https://t.co/SvdLzkgWss
497,@Tagabo_officiel Oukay I'm not sure what to do,1,0,Chad,-0.2411,
498,"On Father's Day, your great kindness haunts my thoughts
We love you abouye in memory of all our wounds healed by you
Being a good father is a science that you practiced so well
Being a good dad is a patience that you knew how to domesticate
Thank you dad for all the love https://t.co/0vctRUnZT2",46,3,Chad,0.9765,https://t.co/0vctRUnZT2
499,@Gnoroty_07 Mdrrrr it's not easy deh 😂😂,0,0,Chad,-0.3412,
500,😂😂😂 really you found it where this famous proverb 🤣 https://t.co/2E6NCdIVC1,2,0,Chad,0.0,https://t.co/2E6NCdIVC1
501,"Today Electricity all day 😳 even the generators are amazed 😧.
😂😂😂",10,0,Chad,0.4939,
502,@NK_carter His communication sucks at this level,0,0,Chad,-0.3612,
503,"Didn't the wave of ""Personalities"" who offer places for this training there notice that the training is happening in Cameroon? Why not offer to do it here where it would be more beneficial? https://t.co/BIqj2tOqw5",4,0,Chad,0.5504,https://t.co/BIqj2tOqw5
504,"The image of the deceased Falmata burned 😭💔💔💔💔 I'm shot
It's horrible ...",3,1,Chad,-0.5423,
505,"The friendly countries, partners, firms that so easily give us weapons, money 💰 to wage war among us Chadians. Wouldn't they give us the means to make peace? as we are in the transition phase. https://t.co/fBiMxjNjOl",1,0,N'djemena Tchad,0.4618,https://t.co/fBiMxjNjOl
506,@yemialadee Good,0,0,Chad,0.4404,
507,God's love is unshakeable.,3,0,Chad,0.6369,
508,"Make God your priority
And it will change your life...",0,0,Chad,0.2732,
509,"Life is a torture for those who do not know how to live it.
Worrying about tomorrow, remembering the past, doesn't mean much.
Only the present and what we do with it matters.",1,0,Chad,-0.7351,
510,@EmmanuelMacron French and French of stock.,1,0,Chad,0.0,
511,"The daughter 👧 of ABDALLAH MOUSSA IDRISS member of the federal office of FACT in FRANCE, his daughter is murdered in front of her home. https://t.co/cqiulTJyg0",2,0,Chad,-0.6597,https://t.co/cqiulTJyg0
512,The King of Fighters lands on Twitter? Here's #Kyo and #Yagami following me 😂! https://t.co/voZ1uAkyIu,0,0,Chad,-0.126,https://t.co/voZ1uAkyIu
513,"Noon times

A hundred years from now we didn't exist neither you nor the people around you you can do the worst and no one remembers that or do the best thing no one remembers that is enough to try a lot and you don't care about anything 🤫🤫",0,0,Chad,-0.7121,
514,"A special thought on this day to all those who suffer in silence.
This was our community project at Yali Dakar
#19june
#WorldSickle CellDay",5,2,Chad,-0.2023,
515,@HommeEtrangeuh Me at Bonaberi public school group 1,1,1,Chad,0.0,
516,"Here is the photo of Maurice Njombe the author of ""Maïmouna"" making the rounds of the statutes of Cameroonian artists when he died in a hospital in Nkongsamba.
#lescamerounaiseries https://t.co/hcNdt5SiIk",0,0,Chad,-0.5574,https://t.co/hcNdt5SiIk
517,"12°38'26.7""N 18°43'10.7""E https://t.co/p7WVENHEDi",0,0,Chad,0.0,https://t.co/p7WVENHEDi
518,"@BoubakarSimpor8 Baraka Allahou fik my brother!
𝗔𝗹𝗹𝗮𝗵 is unique",0,0,Chad,0.0,
519,"@criminel235 @Tagabo_officiel Okey okay, I'm going to try to perfect my “𝗕𝗲́𝗿𝗶𝗮”, speak in a more lively way so as not to feel limited 😂😂😂🤣🤣",1,0,Chad,0.8576,
520,"@Tagabo_officiel No, Tagore island is not a joke😂😂😂😂",1,0,Chad,-0.296,
521,"@Fatimazamzam8 Assayda to hit hard 😂😂.
Give us the secret",0,0,Chad,-0.1027,
522,https://t.co/7ZVi1E8gHE,7,0,Chad,0.0,https://t.co/7ZVi1E8gHE
523,@ IsmailMahamatA8 @ Citoyens235 Hhhhh yakooo welcome,1,0,Chad,0.4588,
524,@Maymi_Kebri_235 Hhh I'm sorry,1,0,Chad,-0.0772,
525,"Happy Father's Day everyone.
Except for irresponsible, rapist, violent, resigning dads.",5,0,Chad,-0.872,
526,@mahamataliib6 Good luck,1,0,Chad,0.7096,
527,"He wrote me ""I love you little sister"" on Wednesday
Thursday: we called that we should see each other this weekend.
He passed away last night.
😭💔💔💔 A comic big brother.
Life is nothing, rest in peace 😭💔🙏🏾",1,0,Chad,0.3291,
528,A little confidence and precision leads to the realization of a program. Avoid driving blindly. The blind man who trusts his cane does not waver; Happy Sunday to all of you!,0,0,Chad,-0.2693,
529,@Kadi__lova And why are you so angry,1,0,Chad,-0.6418,
530,@Binabdas1758333 @beshiroomarisis1 @tekli @hadjkash @badrhamjah jadis with,0,0,Chad,0.0,
531,@VellyFall Wow very beautiful,0,0,Chad,0.8399,
532,"May Allah make it easier for the baccalaureate candidates to take the tests that will be delivered to them soon.
Good work everyone ! https://t.co/Dm9TMrHAle",0,0,Chad,0.7177,https://t.co/Dm9TMrHAle
533,@NairAbakar Congratulations for this work which honors our country,2,0,Chad,0.802,
534,"The true value of a man lies, not in what he has, but in what he is.",1,0,Bol Airstrip,0.1779,
535,@Munirlmani https://www.facebook.com/Foxnervob,2,0,Chad,0.0,https://www.facebook.com/Foxnervob
536,@ALIABDELKADER00 It depends on the position of the woman 😄😄,0,0,Chad,0.0,
